Enter dimension (N) : Enter input matrix: 
Coping the matrix from host memory to device memory
Testing for matrix M [32x32]
Printing output matrix
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.500000	0.866025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.333333	0.577350	0.745356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.250000	0.433013	0.559017	0.661438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.200000	0.346410	0.447214	0.529150	0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.166667	0.288675	0.372678	0.440959	0.500000	0.552771	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.142857	0.247436	0.319438	0.377965	0.428571	0.473804	0.515079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.125000	0.216506	0.279509	0.330719	0.375000	0.414578	0.450694	0.484123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.111111	0.192450	0.248452	0.293972	0.333333	0.368514	0.400617	0.430331	0.458123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.100000	0.173205	0.223607	0.264575	0.300000	0.331662	0.360555	0.387298	0.412310	0.435890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.090909	0.157459	0.203279	0.240523	0.272727	0.301511	0.327777	0.352089	0.374828	0.396263	0.416598	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.083333	0.144338	0.186339	0.220479	0.250000	0.276385	0.300463	0.322749	0.343592	0.363242	0.381881	0.399653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.076923	0.133235	0.172005	0.203519	0.230769	0.255125	0.277350	0.297922	0.317162	0.335300	0.352506	0.368910	0.384615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.071429	0.123718	0.159719	0.188982	0.214286	0.236902	0.257539	0.276642	0.294508	0.311350	0.327327	0.342559	0.357143	0.371154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.066667	0.115470	0.149071	0.176383	0.200000	0.221108	0.240370	0.258199	0.274874	0.290593	0.305505	0.319722	0.333333	0.346410	0.359011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.062500	0.108253	0.139754	0.165359	0.187500	0.207289	0.225347	0.242061	0.257694	0.272431	0.286411	0.299739	0.312500	0.324759	0.336573	0.347985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.058824	0.101885	0.131533	0.155632	0.176471	0.195096	0.212091	0.227823	0.242536	0.256406	0.269563	0.282108	0.294118	0.305656	0.316774	0.327516	0.337915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.055556	0.096225	0.124226	0.146986	0.166667	0.184257	0.200308	0.215166	0.229061	0.242161	0.254587	0.266435	0.277778	0.288675	0.299176	0.309320	0.319143	0.328671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.052632	0.091161	0.117688	0.139250	0.157895	0.174559	0.189766	0.203841	0.217006	0.229416	0.241188	0.252412	0.263158	0.273482	0.283430	0.293040	0.302345	0.311373	0.320145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	0.086603	0.111803	0.132288	0.150000	0.165831	0.180278	0.193649	0.206155	0.217945	0.229129	0.239792	0.250000	0.259808	0.269258	0.278388	0.287228	0.295804	0.304138	0.312250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.047619	0.082479	0.106479	0.125988	0.142857	0.157935	0.171693	0.184428	0.196338	0.207567	0.218218	0.228373	0.238095	0.247436	0.256437	0.265132	0.273551	0.281718	0.289655	0.297381	0.304911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.045455	0.078730	0.101639	0.120261	0.136364	0.150756	0.163889	0.176045	0.187414	0.198132	0.208299	0.217992	0.227273	0.236189	0.244780	0.253080	0.261116	0.268913	0.276489	0.283863	0.291051	0.298065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.043478	0.075307	0.097220	0.115033	0.130435	0.144201	0.156763	0.168391	0.179265	0.189517	0.199242	0.208514	0.217391	0.225920	0.234138	0.242077	0.249764	0.257221	0.264468	0.271522	0.278397	0.285106	0.291661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.041667	0.072169	0.093170	0.110240	0.125000	0.138193	0.150231	0.161374	0.171796	0.181621	0.190941	0.199826	0.208333	0.216506	0.224382	0.231990	0.239357	0.246503	0.253448	0.260208	0.266797	0.273226	0.279508	0.285653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.040000	0.069282	0.089443	0.105830	0.120000	0.132665	0.144222	0.154919	0.164924	0.174356	0.183303	0.191833	0.200000	0.207846	0.215407	0.222710	0.229783	0.236643	0.243310	0.249800	0.256125	0.262298	0.268328	0.274226	0.280000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.038462	0.066617	0.086003	0.101760	0.115385	0.127562	0.138675	0.148961	0.158581	0.167650	0.176253	0.184455	0.192308	0.199852	0.207122	0.214145	0.220945	0.227542	0.233952	0.240192	0.246274	0.252209	0.258008	0.263679	0.269230	0.274671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
